id	sampleA	sampleB	baseMeanA	baseMeanB	log2FC	pval	padj	sig
37	AT1G01430.Araport11.447	Control	Drought	166.270245762182	184.286500914868	-0.137677222146115	0.56137436967892	0.999995388180007	notDE
38	AT1G01440.Araport11.447	Control	Drought	139.826920182383	132.657455269921	0.0898108611693518	0.72607155259566	0.999995388180007	notDE
39	AT1G01450.Araport11.447	Control	Drought	59.2609340147111	71.1957453106541	-0.246628989543617	0.444847346022403	0.999995388180007	notDE
40	AT1G01470.Araport11.447	Control	Drought	12.6241203629986	11.8823957122646	0.110338741007287	0.874639883384027	0.999995388180007	notDE
41	AT1G01490.Araport11.447	Control	Drought	236.818558967512	244.002847477176	-0.0549279194595769	0.811711746416546	0.999995388180007	notDE
42	AT1G01500.Araport11.447	Control	Drought	61.9223529378434	58.9445511264109	0.080967991722454	0.81168797220169	0.999995388180007	notDE
43	AT1G01510.Araport11.447	Control	Drought	508.741541435237	476.149290665049	0.100155309007994	0.632324692984619	0.999995388180007	notDE
44	AT1G01520.Araport11.447	Control	Drought	10.2456460419227	15.1928268046828	-0.584530249908014	0.371675179007827	0.999995388180007	notDE
45	AT1G01540.Araport11.447	Control	Drought	583.238724105132	458.602090418232	0.349760523772142	0.0722526286916325	0.999995388180007	notDE
46	AT1G01550.Araport11.447	Control	Drought	526.553876155345	542.301963154602	-0.0422649509090114	0.821386084169295	0.999995388180007	notDE
47	AT1G01560.Araport11.447	Control	Drought	0.7558007574986	4.54541340713581	-2.45188413255483	0.123010174611369	0.999995388180007	notDE
48	AT1G01570.Araport11.447	Control	Drought	11.8247269277967	8.47333565691278	0.499681983925371	0.490102370842692	0.999995388180007	notDE
49	AT1G01600.Araport11.447	Control	Drought	149.519711922086	87.4992080873644	0.786372478993198	0.00417500596651833	0.999995388180007	notDE
50	AT1G01610.Araport11.447	Control	Drought	469.936991074025	386.257270087519	0.289190532544183	0.167141949075498	0.999995388180007	notDE
51	AT1G01620.Araport11.447	Control	Drought	3736.14092606845	3116.13300170346	0.262301048320297	0.118850221752396	0.999995388180007	notDE
52	AT1G01630.Araport11.447	Control	Drought	448.247935105648	372.976832626609	0.268562518427798	0.156023428119423	0.999995388180007	notDE
53	AT1G01640.Araport11.447	Control	Drought	2.8548375358078	3.5076890182856	-0.279044626615461	0.825772564744104	0.999995388180007	notDE
54	AT1G01650.Araport11.447	Control	Drought	228.975292650683	228.702910597376	0.0123630122511757	0.956611110669828	0.999995388180007	notDE
55	AT1G01660.Araport11.447	Control	Drought	46.8313986897034	51.5561340617693	-0.130564531264027	0.713587824293911	0.999995388180007	notDE
56	AT1G01670.Araport11.447	Control	Drought	75.1606286672629	87.1046922356294	-0.218586240073474	0.462302514292471	0.999995388180007	notDE
57	AT1G01690.Araport11.447	Control	Drought	293.580099084052	267.690486762436	0.131528093025987	0.51109757753496	0.999995388180007	notDE
58	AT1G01695.Araport11.447	Control	Drought	5.74725474934898	8.05310242542142	-0.572210969305823	0.535333109562649	0.999995388180007	notDE
59	AT1G01700.Araport11.447	Control	Drought	54.554091609537	66.7746782462084	-0.298608938286908	0.370638228157328	0.999995388180007	notDE
60	AT1G01710.Araport11.447	Control	Drought	261.276286945743	239.427476134192	0.132750401416865	0.539773598072797	0.999995388180007	notDE
61	AT1G01715.Araport11.447	Control	Drought	55.333105410855	84.7076391893714	-0.633403207298436	0.0524432377619257	0.999995388180007	notDE
62	AT1G01720.Araport11.447	Control	Drought	82.606043804911	117.841908049401	-0.548601135754741	0.138381121450554	0.999995388180007	notDE
63	AT1G01725.Araport11.447	Control	Drought	45.572168434265	65.1194626999994	-0.55795069257441	0.135582627768095	0.999995388180007	notDE
64	AT1G01730.Araport11.447	Control	Drought	235.338204444366	242.883730392965	-0.04800335575754	0.824873951493294	0.999995388180007	notDE
65	AT1G01740.Araport11.447	Control	Drought	113.346342394106	106.744303484514	0.0881416435399591	0.734936008562896	0.999995388180007	notDE
66	AT1G01750.Araport11.447	Control	Drought	36.082996799195	39.5751093865709	-0.149919896068293	0.715451749330115	0.999995388180007	notDE
67	AT1G01760.Araport11.447	Control	Drought	91.6258928380155	98.3953141702916	-0.0951339855103645	0.731444057189878	0.999995388180007	notDE
68	AT1G01770.Araport11.447	Control	Drought	205.48886493866	226.057164865738	-0.124451154735101	0.617345505906907	0.999995388180007	notDE
69	AT1G01780.Araport11.447	Control	Drought	64.7269111466238	102.048826354932	-0.661112184228691	0.026263360184955	0.999995388180007	notDE
70	AT1G01790.Araport11.447	Control	Drought	767.301494067904	624.256746537217	0.302957389464694	0.174089956421773	0.999995388180007	notDE
71	AT1G01800.Araport11.447	Control	Drought	353.510133493473	356.870627775766	-0.0164016109871544	0.932006344858217	0.999995388180007	notDE
72	AT1G01810.Araport11.447	Control	Drought	7.93765759170848	11.6851377863972	-0.579372656024473	0.432678157218552	0.999995388180007	notDE
73	AT1G01820.Araport11.447	Control	Drought	381.956791555524	380.935546645188	-0.00164430594680621	0.993348407568383	0.999995388180007	notDE
74	AT1G01830.Araport11.447	Control	Drought	221.665318103249	199.925278330798	0.149403286952176	0.491317661805393	0.999995388180007	notDE
75	AT1G01840.Araport11.447	Control	Drought	116.945274373384	135.967886362339	-0.240561119400647	0.411653466321935	0.999995388180007	notDE
76	AT1G01860.Araport11.447	Control	Drought	283.106780937617	339.773892739494	-0.269764552611535	0.183635278785538	0.999995388180007	notDE
77	AT1G01880.Araport11.447	Control	Drought	70.8892358298473	75.4452718289887	-0.0764694624310189	0.803553252138397	0.999995388180007	notDE
78	AT1G01900.Araport11.447	Control	Drought	36.5458323360734	30.3599362296091	0.302515685195098	0.49322362682523	0.999995388180007	notDE
79	AT1G01910.Araport11.447	Control	Drought	608.29186052299	511.517553137409	0.250186611815601	0.181138967530289	0.999995388180007	notDE
80	AT1G01920.Araport11.447	Control	Drought	238.414520211323	257.287525494178	-0.113599421690443	0.592643121158504	0.999995388180007	notDE
81	AT1G01930.Araport11.447	Control	Drought	166.634370503018	169.218020452875	-0.0123055759177839	0.958988331884645	0.999995388180007	notDE
82	AT1G01940.Araport11.447	Control	Drought	231.658739481475	251.515610884508	-0.130473403195243	0.586504212420961	0.999995388180007	notDE
83	AT1G01950.Araport11.447	Control	Drought	269.14596460727	242.467737717565	0.157380664596135	0.467127880572145	0.999995388180007	notDE
84	AT1G01960.Araport11.447	Control	Drought	1092.54055333551	934.931676784782	0.228466970380169	0.31340613068469	0.999995388180007	notDE
85	AT1G01970.Araport11.447	Control	Drought	265.922475441883	287.059928502276	-0.113194824574727	0.580472106997393	0.999995388180007	notDE
86	AT1G01990.Araport11.447	Control	Drought	182.353500571394	186.138974386944	-0.0368030682378037	0.878112459213561	0.999995388180007	notDE
87	AT1G02000.Araport11.447	Control	Drought	45.0994853688723	45.1582471825569	-0.00593025792714777	0.987064323573974	0.999995388180007	notDE
88	AT1G02010.Araport11.447	Control	Drought	165.501079489379	202.764041432212	-0.292428915379606	0.207307715284304	0.999995388180007	notDE
89	AT1G02020.Araport11.447	Control	Drought	100.424910795137	95.5523105127858	0.0722498067395665	0.793252425122884	0.999995388180007	notDE
90	AT1G02050.Araport11.447	Control	Drought	14.6389782858861	25.4929185539157	-0.757742087972163	0.173919898527043	0.999995388180007	notDE
91	AT1G02060.Araport11.447	Control	Drought	126.057655895855	143.746578722624	-0.179080045550307	0.494129347769305	0.999995388180007	notDE
92	AT1G02065.Araport11.447	Control	Drought	93.9582685407076	77.6408263932874	0.283326637167232	0.353911131997175	0.999995388180007	notDE
93	AT1G02067.Araport11.447	Control	Drought	24.793758823063	29.2493002575816	-0.284885585616878	0.571788053991226	0.999995388180007	notDE
94	AT1G02070.Araport11.447	Control	Drought	2.1760362084455	5.78039572185351	-1.56794171557745	0.207012718144988	0.999995388180007	notDE
95	AT1G02080.Araport11.447	Control	Drought	1157.74002894088	1214.0800854719	-0.0655876149326695	0.778208308547036	0.999995388180007	notDE
96	AT1G02090.Araport11.447	Control	Drought	524.023547167891	485.67731293518	0.107127271461381	0.552503237516984	0.999995388180007	notDE
97	AT1G02100.Araport11.447	Control	Drought	321.804770572306	330.537242758868	-0.0427453542727948	0.827425409513624	0.999995388180007	notDE
98	AT1G02110.Araport11.447	Control	Drought	440.626309182517	401.450096892201	0.141560956143093	0.508486541647501	0.999995388180007	notDE
99	AT1G02120.Araport11.447	Control	Drought	394.966093086755	370.40823903424	0.0971456054205664	0.623034171803895	0.999995388180007	notDE
100	AT1G02130.Araport11.447	Control	Drought	422.282309111788	456.852486465181	-0.115326683803014	0.555705947823327	0.999995388180007	notDE
101	AT1G02140.Araport11.447	Control	Drought	1420.06348220079	1363.9408377668	0.0551612345125364	0.783562185101452	0.999995388180007	notDE
102	AT1G02145.Araport11.447	Control	Drought	249.143381424008	239.427476134192	0.0597391925318782	0.772302949672543	0.999995388180007	notDE
103	AT1G02150.Araport11.447	Control	Drought	1742.32433769151	1485.9983478858	0.229900631795443	0.148761100331126	0.999995388180007	notDE
104	AT1G02160.Araport11.447	Control	Drought	175.72482550866	208.278508201113	-0.264274982047743	0.314693376202846	0.999995388180007	notDE
105	AT1G02170.Araport11.447	Control	Drought	164.273762091803	135.449024167914	0.283244537277138	0.234545303973275	0.999995388180007	notDE
106	AT1G02180.Araport11.447	Control	Drought	75.2321156567338	94.2229397912262	-0.352505647220431	0.275213653265515	0.999995388180007	notDE
107	AT1G02190.Araport11.447	Control	Drought	64.8087649347577	85.7925577816426	-0.388725671123473	0.269610715168431	0.999995388180007	notDE
108	AT1G02205.Araport11.447	Control	Drought	1979.93924761431	1822.30353874145	0.121613822918454	0.521925749269737	0.999995388180007	notDE
109	AT1G02250.Araport11.447	Control	Drought	2.37246132110601	1.2349823147177	0.983581141457187	0.575550368442136	0.999995388180007	notDE
110	AT1G02260.Araport11.447	Control	Drought	34.4496289676996	28.6060917204663	0.254069874520918	0.566885369796108	0.999995388180007	notDE
111	AT1G02270.Araport11.447	Control	Drought	126.677150612891	150.641850972597	-0.258781317076302	0.298815796046859	0.999995388180007	notDE
112	AT1G02280.Araport11.447	Control	Drought	1984.02871934374	1910.22639848678	0.0530178858492925	0.772415005548785	0.999995388180007	notDE
113	AT1G02290.Araport11.447	Control	Drought	125.986850339081	143.476409213579	-0.166485204897906	0.581348064537109	0.999995388180007	notDE
114	AT1G02300.Araport11.447	Control	Drought	64.9819692202557	87.473490707608	-0.405329909351733	0.204054249822396	0.999995388180007	notDE
115	AT1G02305.Araport11.447	Control	Drought	207.056732286467	179.964062813356	0.199232672276588	0.37560499472072	0.999995388180007	notDE
116	AT1G02330.Araport11.447	Control	Drought	364.448454720711	333.851914407378	0.125096718734831	0.531423417613044	0.999995388180007	notDE
117	AT1G02335.Araport11.447	Control	Drought	14.3465136245703	9.78122955480783	0.628992542849127	0.463481162765511	0.999995388180007	notDE
118	AT1G02340.Araport11.447	Control	Drought	7.4207081992583	12.2769115639996	-0.637008414640026	0.425080086024743	0.999995388180007	notDE
119	AT1G02350.Araport11.447	Control	Drought	45.4689494603243	49.8280069323829	-0.158249406990075	0.669854656863835	0.999995388180007	notDE
120	AT1G02370.Araport11.447	Control	Drought	142.719345179268	148.369144269029	-0.042142855039519	0.869209863664216	0.999995388180007	notDE
121	AT1G02380.Araport11.447	Control	Drought	33.7696612150218	35.1026075626124	-0.0618497211234056	0.884438469778813	0.999995388180007	notDE
122	AT1G02390.Araport11.447	Control	Drought	3.49421911076718	3.92792224977697	-0.188990960989647	0.873081748426834	0.999995388180007	notDE
123	AT1G02410.Araport11.447	Control	Drought	262.10155374465	261.19397092029	0.000154248175793129	0.99940805716812	0.999995388180007	notDE
124	AT1G02420.Araport11.447	Control	Drought	59.679503224532	61.165823070466	-0.0116133235598134	0.974021334051023	0.999995388180007	notDE
125	AT1G02430.Araport11.447	Control	Drought	37.0859947723429	51.5818514415257	-0.490396489659819	0.199621024718069	0.999995388180007	notDE
126	AT1G02460.Araport11.447	Control	Drought	5.7096750716156	5.78039572185351	-0.00478297804740207	0.995980263628756	0.999995388180007	notDE
127	AT1G02470.Araport11.447	Control	Drought	4.25001986826578	4.54541340713581	-0.0906272381950511	0.932738639727126	0.999995388180007	notDE
128	AT1G02475.Araport11.447	Control	Drought	135.334877142378	141.653893677351	-0.0686021936522276	0.790710668155567	0.999995388180007	notDE
129	AT1G02490.Araport11.447	Control	Drought	3.49121261078219	5.16290456449466	-0.663853095251567	0.559696267356971	0.999995388180007	notDE
130	AT1G02500.Araport11.447	Control	Drought	1283.34393756225	1156.72180482141	0.151851753214515	0.370551155484531	0.999995388180007	notDE
131	AT1G02520.Araport11.447	Control	Drought	3.19574144948144	1.7538445091428	0.955608591834496	0.518445989371923	0.999995388180007	notDE
132	AT1G02530.Araport11.447	Control	Drought	10.1030073155791	5.78039572185351	0.868206533030092	0.310031651004187	0.999995388180007	notDE
133	AT1G02560.Araport11.447	Control	Drought	2838.39914426286	2655.92261589923	0.0955297503222541	0.57574354566471	0.999995388180007	notDE
134	AT1G02640.Araport11.447	Control	Drought	179.083292126644	137.348691843412	0.401125113077352	0.171985966876561	0.999995388180007	notDE
135	AT1G02650.Araport11.447	Control	Drought	4.57539072270997	4.96564663862718	-0.0918869508961534	0.929571405216033	0.999995388180007	notDE
136	AT1G02660.Araport11.447	Control	Drought	39.1694984914227	43.1085157846129	-0.156057202306385	0.688770510531758	0.999995388180007	notDE
137	AT1G02670.Araport11.447	Control	Drought	81.916236307062	102.816381234737	-0.330263723237247	0.236509101308194	0.999995388180007	notDE
138	AT1G02680.Araport11.447	Control	Drought	147.139717212252	202.300854553392	-0.472337019950846	0.0488400843636053	0.999995388180007	notDE
139	AT1G02690.Araport11.447	Control	Drought	771.373590961035	702.489072664902	0.135876833725611	0.479254037268901	0.999995388180007	notDE
140	AT1G02705.Araport11.447	Control	Drought	1.72055318690217	2.17407774063416	-0.258867281669957	0.876165060779536	0.999995388180007	notDE
141	AT1G02710.Araport11.447	Control	Drought	2.08651021906474	2.9888268238605	-0.442405015853035	0.760467626782598	0.999995388180007	notDE
142	AT1G02720.Araport11.447	Control	Drought	210.621937827401	211.734762459886	-0.0142908972108054	0.948002123148112	0.999995388180007	notDE
143	AT1G02730.Araport11.447	Control	Drought	2427.91974153879	2287.05030875422	0.087304967326624	0.593655125705065	0.999995388180007	notDE
144	AT1G02740.Araport11.447	Control	Drought	81.9843893272929	81.4271660328015	0.01151868947233	0.97199295694795	0.999995388180007	notDE
145	AT1G02750.Araport11.447	Control	Drought	64.9154831846448	67.0448477552533	-0.0639456675904501	0.845212756282724	0.999995388180007	notDE
146	AT1G02780.Araport11.447	Control	Drought	13952.5754466328	13709.2405537651	0.0251020020701698	0.887859403419936	0.999995388180007	notDE
147	AT1G02800.Araport11.447	Control	Drought	255.550586038937	273.56103033504	-0.0880304180211218	0.72040268638434	0.999995388180007	notDE
148	AT1G02810.Araport11.447	Control	Drought	16.7976413604326	14.4509893046338	0.19300607882376	0.752058463538962	0.999995388180007	notDE
149	AT1G02816.Araport11.447	Control	Drought	57.7516653503448	56.9420139318878	0.0203271218915985	0.952815695834881	0.999995388180007	notDE
150	AT1G02820.Araport11.447	Control	Drought	2.08651021906474	1.13635335178395	0.923922463043093	0.603092278490283	0.999995388180007	notDE
151	AT1G02840.Araport11.447	Control	Drought	1461.30334347939	1268.4617128804	0.203628297277869	0.233921804666955	0.999995388180007	notDE
152	AT1G02860.Araport11.447	Control	Drought	27.2886523266782	28.2115758687314	-0.0727094246244855	0.874564350690627	0.999995388180007	notDE
153	AT1G02870.Araport11.447	Control	Drought	402.012295674855	390.965468885376	0.0311548838936446	0.891703166269672	0.999995388180007	notDE
154	AT1G02880.Araport11.447	Control	Drought	135.864845870034	157.039737851809	-0.219660051556784	0.381953301786978	0.999995388180007	notDE
155	AT1G02890.Araport11.447	Control	Drought	374.630836377931	326.819574146439	0.20625032840682	0.408324801246586	0.999995388180007	notDE
156	AT1G02910.Araport11.447	Control	Drought	462.037898711972	422.187348401633	0.131920485102193	0.484337784013524	0.999995388180007	notDE
157	AT1G02930.Araport11.447	Control	Drought	233.865037129849	213.214196903892	0.139086445244427	0.557019810262365	0.999995388180007	notDE
158	AT1G02940.Araport11.447	Control	Drought	6.00815273290134	6.39788687921236	-0.129492918665328	0.890035225284835	0.999995388180007	notDE
159	AT1G02950.Araport11.447	Control	Drought	5.26371210933174	8.57196461984652	-0.69873086108602	0.437652332279175	0.999995388180007	notDE
160	AT1G02960.Araport11.447	Control	Drought	158.734439184906	191.404748470465	-0.287396592234051	0.253746014572454	0.999995388180007	notDE
161	AT1G02970.Araport11.447	Control	Drought	144.226765985621	158.845017120465	-0.127600711453955	0.603407670856111	0.999995388180007	notDE
162	AT1G02990.Araport11.447	Control	Drought	214.092624208437	186.263320729635	0.209265188860564	0.359662732256032	0.999995388180007	notDE
163	AT1G03000.Araport11.447	Control	Drought	298.375647233391	281.146705325549	0.0956024527419396	0.669533935256442	0.999995388180007	notDE
164	AT1G03030.Araport11.447	Control	Drought	172.198720034217	165.808960397523	0.0512589238966866	0.826393173908543	0.999995388180007	notDE
165	AT1G03040.Araport11.447	Control	Drought	422.864216367748	489.575277249108	-0.21442712941415	0.248080206685513	0.999995388180007	notDE
166	AT1G03055.Araport11.447	Control	Drought	12.1626243414853	13.43898229554	-0.128561413718485	0.84208846010425	0.999995388180007	notDE
167	AT1G03060.Araport11.447	Control	Drought	547.993740454197	542.349431401228	0.0204028377708544	0.928918459467669	0.999995388180007	notDE
168	AT1G03080.Araport11.447	Control	Drought	418.420823091838	444.258485231921	-0.0773985236700006	0.751162248901202	0.999995388180007	notDE
169	AT1G03090.Araport11.447	Control	Drought	193.448672779684	189.247906997403	0.0464682684923766	0.863112312848645	0.999995388180007	notDE
170	AT1G03100.Araport11.447	Control	Drought	59.3122144603475	71.8604306714339	-0.261366382778991	0.454726943633672	0.999995388180007	notDE
171	AT1G03110.Araport11.447	Control	Drought	423.875575758183	375.652536294095	0.169953495313116	0.400898300826734	0.999995388180007	notDE
172	AT1G03120.Araport11.447	Control	Drought	14.1285424527104	15.094197841749	-0.0675894489406261	0.91382423058797	0.999995388180007	notDE
173	AT1G03130.Araport11.447	Control	Drought	2173.10053637647	1788.36272786717	0.28246984638743	0.105077202942214	0.999995388180007	notDE
174	AT1G03140.Araport11.447	Control	Drought	501.49484998335	418.263666707948	0.259632846553847	0.165064565599876	0.999995388180007	notDE
175	AT1G03150.Araport11.447	Control	Drought	197.52913423426	212.502317339691	-0.116470735819123	0.608926754141912	0.999995388180007	notDE
176	AT1G03160.Araport11.447	Control	Drought	580.846087373564	566.843064614325	0.0410843239868345	0.839492087310613	0.999995388180007	notDE
177	AT1G03165.Araport11.447	Control	Drought	2.2674022724958	6.39788687921236	-1.38314241318678	0.253083070794528	0.999995388180007	notDE
178	AT1G03170.Araport11.447	Control	Drought	6.26905071645369	4.02655121271071	0.631181899012585	0.53051811561916	0.999995388180007	notDE
179	AT1G03180.Araport11.447	Control	Drought	128.14566000949	139.479815936717	-0.138836048385956	0.603320968939106	0.999995388180007	notDE
180	AT1G03190.Araport11.447	Control	Drought	159.481739712598	148.815094880277	0.10680173183197	0.653352598562308	0.999995388180007	notDE
181	AT1G03210.Araport11.447	Control	Drought	141.008631737537	134.711427223957	0.0548666345828771	0.827046388729322	0.999995388180007	notDE
182	AT1G03220.Araport11.447	Control	Drought	307.110192319621	230.233779800895	0.424127147295324	0.0534483667980034	0.999995388180007	notDE
183	AT1G03230.Araport11.447	Control	Drought	293.101256422827	228.38554688491	0.369387152523532	0.112581031575392	0.999995388180007	notDE
184	AT1G03240.Araport11.447	Control	Drought	2.34740820261709	0.518862194425106	2.15300155319138	0.318588844524145	0.999995388180007	notDE
185	AT1G03250.Araport11.447	Control	Drought	264.142130652037	242.467737717565	0.11978632977742	0.561592288793163	0.999995388180007	notDE
186	AT1G03260.Araport11.447	Control	Drought	93.7713557039635	76.5816251807726	0.28215084357431	0.335093595902241	0.999995388180007	notDE
187	AT1G03270.Araport11.447	Control	Drought	98.7908770976309	107.190254095762	-0.128043294816347	0.637904729219787	0.999995388180007	notDE
188	AT1G03280.Araport11.447	Control	Drought	356.463031525999	365.614132941724	-0.0351353977977454	0.853103018527165	0.999995388180007	notDE
189	AT1G03290.Araport11.447	Control	Drought	221.171081195313	213.737299654409	0.0495005931089657	0.815771560379134	0.999995388180007	notDE
190	AT1G03300.Araport11.447	Control	Drought	153.43950657791	157.314147916946	-0.033021629185829	0.888798822170057	0.999995388180007	notDE
191	AT1G03310.Araport11.447	Control	Drought	391.772372585336	386.26151064361	0.0288271044173311	0.892684207462371	0.999995388180007	notDE
192	AT1G03320.Araport11.447	Control	Drought	3.08884232620169	3.92792224977697	-0.455697541932768	0.717042016617966	0.999995388180007	notDE
193	AT1G03330.Araport11.447	Control	Drought	445.526344121942	446.903956920354	-0.0124756571257574	0.956826670162016	0.999995388180007	notDE
194	AT1G03340.Araport11.447	Control	Drought	25.2851545377197	30.1626783037416	-0.269692503056499	0.555962018676549	0.999995388180007	notDE
195	AT1G03350.Araport11.447	Control	Drought	317.586836651952	247.454861179857	0.366309751734539	0.0770084946922597	0.999995388180007	notDE
196	AT1G03360.Araport11.447	Control	Drought	345.170613959832	328.538946120436	0.0670271052314464	0.736760940738146	0.999995388180007	notDE
197	AT1G03365.Araport11.447	Control	Drought	197.749464750939	208.968910941649	-0.067106839934924	0.77862390712326	0.999995388180007	notDE
198	AT1G03370.Araport11.447	Control	Drought	155.683195247281	142.511596407906	0.142877677573431	0.589382543971892	0.999995388180007	notDE
199	AT1G03380.Araport11.447	Control	Drought	127.135813224469	113.806875724506	0.166734539164976	0.532348012663778	0.999995388180007	notDE
200	AT1G03410.Araport11.447	Control	Drought	467.298404737082	500.269884850076	-0.10342596810005	0.610022166316557	0.999995388180007	notDE
201	AT1G03430.Araport11.447	Control	Drought	82.8971954450491	106.028183364222	-0.343634401301265	0.227499741215137	0.999995388180007	notDE
202	AT1G03440.Araport11.447	Control	Drought	74.8252449775979	60.3982681906606	0.330338847980576	0.322377849235024	0.999995388180007	notDE
203	AT1G03457.Araport11.447	Control	Drought	275.455420628049	241.305666986025	0.192463697269783	0.345334337191586	0.999995388180007	notDE
204	AT1G03470.Araport11.447	Control	Drought	282.66532929739	288.393539779928	-0.0302967012275741	0.885253074325967	0.999995388180007	notDE
205	AT1G03475.Araport11.447	Control	Drought	2387.25696130148	2220.18520861405	0.105199020937572	0.511232104441276	0.999995388180007	notDE
206	AT1G03495.Araport11.447	Control	Drought	32.6043107476573	35.2012365255462	-0.11606908916949	0.793161962761203	0.999995388180007	notDE
207	AT1G03510.Araport11.447	Control	Drought	25.7675307524215	29.0263249519577	-0.184338578950164	0.687917325168677	0.999995388180007	notDE
208	AT1G03520.Araport11.447	Control	Drought	97.7078654110186	113.733964141329	-0.23226101024295	0.404897778752425	0.999995388180007	notDE
