GO.ID	Term	Annotated	Significant	Expected	Fisher	fdr
96	GO:0006661	phosphatidylinositol biosynthetic proces...	30	2	0.43	0.4024	1
97	GO:0046474	glycerophospholipid biosynthetic process	31	2	0.44	0.4041	1
98	GO:0034654	nucleobase-containing compound biosynthe...	819	15	11.75	0.4120	1
99	GO:0044706	multi-multicellular organism process	28	1	0.4	0.4308	1
100	GO:0051252	regulation of RNA metabolic process	649	12	9.31	0.4309	1
101	GO:0006754	ATP biosynthetic process	23	1	0.33	0.4355	1
102	GO:0044255	cellular lipid metabolic process	177	3	2.54	0.4358	1
103	GO:0009152	purine ribonucleotide biosynthetic proce...	39	1	0.56	0.4382	1
104	GO:1901360	organic cyclic compound metabolic proces...	1470	21	21.09	0.4390	1
105	GO:0009142	nucleoside triphosphate biosynthetic pro...	28	1	0.4	0.4516	1
106	GO:0046390	ribose phosphate biosynthetic process	39	1	0.56	0.4532	1
107	GO:0007017	microtubule-based process	114	2	1.64	0.4586	1
108	GO:0044237	cellular metabolic process	3482	48	49.97	0.4587	1
109	GO:0006139	nucleobase-containing compound metabolic...	1351	19	19.39	0.4638	1
110	GO:0022402	cell cycle process	46	1	0.66	0.4665	1
111	GO:0006366	transcription by RNA polymerase II	33	1	0.47	0.4695	1
112	GO:0071840	cellular component organization or bioge...	334	5	4.79	0.4738	1
113	GO:0055085	transmembrane transport	398	6	5.71	0.4740	1
114	GO:0006790	sulfur compound metabolic process	47	1	0.67	0.4815	1
115	GO:0016043	cellular component organization	289	5	4.15	0.4827	1
116	GO:0009396	folic acid-containing compound biosynthe...	10	1	0.14	0.5000	1
117	GO:0009875	pollen-pistil interaction	28	1	0.4	0.5191	1
118	GO:0090304	nucleic acid metabolic process	1191	18	17.09	0.5210	1
119	GO:0046483	heterocycle metabolic process	1431	20	20.54	0.5232	1
120	GO:0071555	cell wall organization	35	2	0.5	0.5275	1
121	GO:0006725	cellular aromatic compound metabolic pro...	1434	20	20.58	0.5281	1
122	GO:0019637	organophosphate metabolic process	206	3	2.96	0.5360	1
123	GO:0006760	folic acid-containing compound metabolic...	12	1	0.17	0.5455	1
124	GO:0042545	cell wall modification	26	2	0.37	0.5462	1
125	GO:0009165	nucleotide biosynthetic process	61	1	0.88	0.5545	1
126	GO:0006506	GPI anchor biosynthetic process	13	1	0.19	0.5614	1
127	GO:1901564	organonitrogen compound metabolic proces...	2145	29	30.78	0.5655	1
128	GO:0006928	movement of cell or subcellular componen...	61	1	0.88	0.5659	1
129	GO:0006505	GPI anchor metabolic process	17	1	0.24	0.5690	1
130	GO:0072522	purine-containing compound biosynthetic ...	44	1	0.63	0.5721	1
131	GO:0009889	regulation of biosynthetic process	653	12	9.37	0.5766	1
132	GO:0071704	organic substance metabolic process	3969	54	56.96	0.5858	1
133	GO:1901137	carbohydrate derivative biosynthetic pro...	106	2	1.52	0.5873	1
134	GO:0006629	lipid metabolic process	300	4	4.31	0.5910	1
135	GO:0098813	nuclear chromosome segregation	17	1	0.24	0.5976	1
136	GO:0007010	cytoskeleton organization	71	1	1.02	0.6016	1
137	GO:0031326	regulation of cellular biosynthetic proc...	653	12	9.37	0.6067	1
138	GO:0044238	primary metabolic process	3769	51	54.09	0.6107	1
139	GO:0032501	multicellular organismal process	65	1	0.93	0.6111	1
140	GO:0051716	cellular response to stimulus	372	5	5.34	0.6240	1
141	GO:0070647	protein modification by small protein co...	79	1	1.13	0.6365	1
142	GO:0019693	ribose phosphate metabolic process	85	1	1.22	0.6399	1
143	GO:0032774	RNA biosynthetic process	754	14	10.82	0.6499	1
144	GO:0034470	ncRNA processing	64	1	0.92	0.6556	1
145	GO:2001141	regulation of RNA biosynthetic process	648	12	9.3	0.6590	1
146	GO:0007049	cell cycle	79	1	1.13	0.6614	1
147	GO:0010033	response to organic substance	71	4	1.02	0.6812	1
148	GO:0006396	RNA processing	171	3	2.45	0.6839	1
149	GO:1901293	nucleoside phosphate biosynthetic proces...	61	1	0.88	0.6881	1
150	GO:0010468	regulation of gene expression	684	13	9.82	0.6934	1
151	GO:1903506	regulation of nucleic acid-templated tra...	648	12	9.3	0.6964	1
152	GO:0044260	cellular macromolecule metabolic process	1807	24	25.93	0.6989	1
153	GO:0006650	glycerophospholipid metabolic process	47	2	0.67	0.7004	1
154	GO:0000280	nuclear division	18	1	0.26	0.7200	1
155	GO:0051179	localization	873	11	12.53	0.7257	1
156	GO:0006355	regulation of transcription, DNA-templat...	648	12	9.3	0.7313	1
157	GO:0035556	intracellular signal transduction	108	2	1.55	0.7351	1
158	GO:0072521	purine-containing compound metabolic pro...	90	1	1.29	0.7354	1
159	GO:0006793	phosphorus metabolic process	1054	13	15.13	0.7354	1
160	GO:0009725	response to hormone	66	4	0.95	0.7418	1
161	GO:0010556	regulation of macromolecule biosynthetic...	653	12	9.37	0.7550	1
162	GO:0006753	nucleoside phosphate metabolic process	112	1	1.61	0.7625	1
163	GO:1901135	carbohydrate derivative metabolic proces...	200	2	2.87	0.7651	1
164	GO:0097659	nucleic acid-templated transcription	752	14	10.79	0.7653	1
165	GO:0006508	proteolysis	337	4	4.84	0.7691	1
166	GO:0009259	ribonucleotide metabolic process	85	1	1.22	0.7727	1
167	GO:0006664	glycolipid metabolic process	21	1	0.3	0.7778	1
168	GO:0006468	protein phosphorylation	754	8	10.82	0.7845	1
169	GO:0007018	microtubule-based movement	61	1	0.88	0.7861	1
170	GO:0006399	tRNA metabolic process	85	1	1.22	0.7870	1
171	GO:0006163	purine nucleotide metabolic process	89	1	1.28	0.8018	1
172	GO:0055086	nucleobase-containing small molecule met...	134	1	1.92	0.8181	1
173	GO:0046854	phosphatidylinositol phosphate biosynthe...	17	1	0.24	0.8207	1
174	GO:0016192	vesicle-mediated transport	124	1	1.78	0.8224	1
175	GO:0032446	protein modification by small protein co...	65	1	0.93	0.8228	1
176	GO:0008152	metabolic process	4561	62	65.45	0.8311	1
177	GO:0043933	protein-containing complex organization	91	1	1.31	0.8515	1
178	GO:0034660	ncRNA metabolic process	108	1	1.55	0.8576	1
179	GO:0015986	proton motive force-driven ATP synthesis	20	1	0.29	0.8696	1
180	GO:0009987	cellular process	4740	64	68.02	0.8712	1
181	GO:0036211	protein modification process	1061	13	15.23	0.8772	1
182	GO:0006810	transport	858	11	12.31	0.8910	1
183	GO:0043412	macromolecule modification	1102	13	15.81	0.9146	1
184	GO:0044283	small molecule biosynthetic process	149	1	2.14	0.9238	1
185	GO:0051234	establishment of localization	867	11	12.44	0.9265	1
186	GO:0006464	cellular protein modification process	1061	13	15.23	0.9270	1
187	GO:0016310	phosphorylation	807	8	11.58	0.9402	1
188	GO:0009150	purine ribonucleotide metabolic process	85	1	1.22	0.9551	1
189	GO:0006259	DNA metabolic process	196	1	2.81	0.9551	1
190	GO:0006996	organelle organization	193	2	2.77	0.9567	1
191	GO:0046488	phosphatidylinositol metabolic process	46	2	0.66	0.9574	1
192	GO:0005975	carbohydrate metabolic process	349	2	5.01	0.9577	1
193	GO:0009144	purine nucleoside triphosphate metabolic...	28	1	0.4	0.9655	1
194	GO:0009199	ribonucleoside triphosphate metabolic pr...	28	1	0.4	0.9655	1
195	GO:0016567	protein ubiquitination	63	1	0.9	0.9692	1
196	GO:0048544	recognition of pollen	28	1	0.4	0.9733	1
197	GO:0009856	pollination	28	1	0.4	0.9733	1
198	GO:0009117	nucleotide metabolic process	110	1	1.58	0.9821	1
199	GO:0006950	response to stress	258	2	3.7	0.9868	1
200	GO:0044281	small molecule metabolic process	478	2	6.86	0.9917	1
201	GO:0030001	metal ion transport	91	1	1.31	0.9996	1
202	GO:0006801	superoxide metabolic process	8	1	0.11	1.0000	1
203	GO:0006796	phosphate-containing compound metabolic ...	1054	13	15.13	1.0000	1
204	GO:0006351	transcription, DNA-templated	752	14	10.79	1.0000	1
205	GO:0009201	ribonucleoside triphosphate biosynthetic...	28	1	0.4	1.0000	1
206	GO:0009205	purine ribonucleoside triphosphate metab...	28	1	0.4	1.0000	1
207	GO:0009206	purine ribonucleoside triphosphate biosy...	28	1	0.4	1.0000	1
208	GO:0009145	purine nucleoside triphosphate biosynthe...	28	1	0.4	1.0000	1
209	GO:0008150	biological_process	6202	89	89	1.0000	1
210	GO:0000041	transition metal ion transport	11	0	0.16	1.0000	1
211	GO:0000045	autophagosome assembly	11	0	0.16	1.0000	1
212	GO:0000070	mitotic sister chromatid segregation	15	0	0.22	1.0000	1
213	GO:0000075	cell cycle checkpoint signaling	12	0	0.17	1.0000	1
214	GO:0000077	DNA damage checkpoint signaling	5	0	0.07	1.0000	1
215	GO:0000079	regulation of cyclin-dependent protein s...	8	0	0.11	1.0000	1
216	GO:0000096	sulfur amino acid metabolic process	11	0	0.16	1.0000	1
217	GO:0000097	sulfur amino acid biosynthetic process	9	0	0.13	1.0000	1
218	GO:0000105	histidine biosynthetic process	8	0	0.11	1.0000	1
219	GO:0000154	rRNA modification	3	0	0.04	1.0000	1
220	GO:0000245	spliceosomal complex assembly	3	0	0.04	1.0000	1
221	GO:0000271	polysaccharide biosynthetic process	19	0	0.27	1.0000	1
222	GO:0000272	polysaccharide catabolic process	8	0	0.11	1.0000	1
223	GO:0000278	mitotic cell cycle	24	0	0.34	1.0000	1
224	GO:0000375	RNA splicing, via transesterification re...	30	0	0.43	1.0000	1
225	GO:0000377	RNA splicing, via transesterification re...	30	0	0.43	1.0000	1
226	GO:0000387	spliceosomal snRNP assembly	7	0	0.1	1.0000	1
227	GO:0000394	RNA splicing, via endonucleolytic cleava...	5	0	0.07	1.0000	1
228	GO:0000398	mRNA splicing, via spliceosome	30	0	0.43	1.0000	1
229	GO:0000413	protein peptidyl-prolyl isomerization	30	0	0.43	1.0000	1
230	GO:0000723	telomere maintenance	6	0	0.09	1.0000	1
231	GO:0000724	double-strand break repair via homologou...	5	0	0.07	1.0000	1
232	GO:0000725	recombinational repair	5	0	0.07	1.0000	1
233	GO:0000737	DNA catabolic process, endonucleolytic	3	0	0.04	1.0000	1
234	GO:0000819	sister chromatid segregation	15	0	0.22	1.0000	1
235	GO:0000910	cytokinesis	10	0	0.14	1.0000	1
236	GO:0001101	response to acid chemical	3	0	0.04	1.0000	1
237	GO:0001510	RNA methylation	10	0	0.14	1.0000	1
238	GO:0001522	pseudouridine synthesis	21	0	0.3	1.0000	1
239	GO:0001678	cellular glucose homeostasis	5	0	0.07	1.0000	1
240	GO:0001932	regulation of protein phosphorylation	14	0	0.2	1.0000	1
241	GO:0001934	positive regulation of protein phosphory...	6	0	0.09	1.0000	1
242	GO:0002084	protein depalmitoylation	4	0	0.06	1.0000	1
243	GO:0003333	amino acid transmembrane transport	22	0	0.32	1.0000	1
244	GO:0005976	polysaccharide metabolic process	47	0	0.67	1.0000	1
245	GO:0005984	disaccharide metabolic process	30	0	0.43	1.0000	1
246	GO:0005985	sucrose metabolic process	12	0	0.17	1.0000	1
247	GO:0005986	sucrose biosynthetic process	3	0	0.04	1.0000	1
248	GO:0005991	trehalose metabolic process	18	0	0.26	1.0000	1
249	GO:0005992	trehalose biosynthetic process	17	0	0.24	1.0000	1
250	GO:0005996	monosaccharide metabolic process	19	0	0.27	1.0000	1
251	GO:0006006	glucose metabolic process	12	0	0.17	1.0000	1
252	GO:0006013	mannose metabolic process	4	0	0.06	1.0000	1
253	GO:0006020	inositol metabolic process	6	0	0.09	1.0000	1
254	GO:0006021	inositol biosynthetic process	3	0	0.04	1.0000	1
255	GO:0006022	aminoglycan metabolic process	11	0	0.16	1.0000	1
256	GO:0006026	aminoglycan catabolic process	9	0	0.13	1.0000	1
257	GO:0006030	chitin metabolic process	9	0	0.13	1.0000	1
258	GO:0006032	chitin catabolic process	9	0	0.13	1.0000	1
259	GO:0006040	amino sugar metabolic process	9	0	0.13	1.0000	1
260	GO:0006066	alcohol metabolic process	22	0	0.32	1.0000	1
261	GO:0006072	glycerol-3-phosphate metabolic process	4	0	0.06	1.0000	1
262	GO:0006073	cellular glucan metabolic process	39	0	0.56	1.0000	1
263	GO:0006074	(1->3)-beta-D-glucan metabolic process	11	0	0.16	1.0000	1
264	GO:0006075	(1->3)-beta-D-glucan biosynthetic proces...	11	0	0.16	1.0000	1
265	GO:0006081	cellular aldehyde metabolic process	11	0	0.16	1.0000	1
266	GO:0006082	organic acid metabolic process	299	0	4.29	1.0000	1
267	GO:0006089	lactate metabolic process	3	0	0.04	1.0000	1
268	GO:0006090	pyruvate metabolic process	41	0	0.59	1.0000	1
269	GO:0006091	generation of precursor metabolites and ...	105	0	1.51	1.0000	1
270	GO:0006094	gluconeogenesis	4	0	0.06	1.0000	1
271	GO:0006096	glycolytic process	38	0	0.55	1.0000	1
272	GO:0006098	pentose-phosphate shunt	7	0	0.1	1.0000	1
273	GO:0006099	tricarboxylic acid cycle	6	0	0.09	1.0000	1
274	GO:0006102	isocitrate metabolic process	3	0	0.04	1.0000	1
275	GO:0006108	malate metabolic process	4	0	0.06	1.0000	1
276	GO:0006119	oxidative phosphorylation	10	0	0.14	1.0000	1
277	GO:0006122	mitochondrial electron transport, ubiqui...	6	0	0.09	1.0000	1
278	GO:0006165	nucleoside diphosphate phosphorylation	43	0	0.62	1.0000	1
279	GO:0006183	GTP biosynthetic process	5	0	0.07	1.0000	1
280	GO:0006188	IMP biosynthetic process	6	0	0.09	1.0000	1
281	GO:0006189	'de novo' IMP biosynthetic process	3	0	0.04	1.0000	1
282	GO:0006213	pyrimidine nucleoside metabolic process	3	0	0.04	1.0000	1
283	GO:0006216	cytidine catabolic process	3	0	0.04	1.0000	1
284	GO:0006220	pyrimidine nucleotide metabolic process	15	0	0.22	1.0000	1
285	GO:0006221	pyrimidine nucleotide biosynthetic proce...	14	0	0.2	1.0000	1
286	GO:0006228	UTP biosynthetic process	5	0	0.07	1.0000	1
287	GO:0006231	dTMP biosynthetic process	3	0	0.04	1.0000	1
288	GO:0006241	CTP biosynthetic process	5	0	0.07	1.0000	1
289	GO:0006260	DNA replication	51	0	0.73	1.0000	1
290	GO:0006261	DNA-templated DNA replication	8	0	0.11	1.0000	1
291	GO:0006265	DNA topological change	12	0	0.17	1.0000	1
292	GO:0006270	DNA replication initiation	4	0	0.06	1.0000	1
293	GO:0006275	regulation of DNA replication	3	0	0.04	1.0000	1
294	GO:0006281	DNA repair	122	0	1.75	1.0000	1
295	GO:0006282	regulation of DNA repair	3	0	0.04	1.0000	1
296	GO:0006284	base-excision repair	17	0	0.24	1.0000	1
297	GO:0006289	nucleotide-excision repair	14	0	0.2	1.0000	1
298	GO:0006298	mismatch repair	12	0	0.17	1.0000	1
299	GO:0006302	double-strand break repair	10	0	0.14	1.0000	1
300	GO:0006308	DNA catabolic process	8	0	0.11	1.0000	1
301	GO:0006325	chromatin organization	29	0	0.42	1.0000	1
302	GO:0006334	nucleosome assembly	19	0	0.27	1.0000	1
303	GO:0006338	chromatin remodeling	29	0	0.42	1.0000	1
304	GO:0006352	DNA-templated transcription, initiation	31	0	0.44	1.0000	1
305	GO:0006354	DNA-templated transcription, elongation	6	0	0.09	1.0000	1
306	GO:0006357	regulation of transcription by RNA polym...	20	0	0.29	1.0000	1
307	GO:0006359	regulation of transcription by RNA polym...	3	0	0.04	1.0000	1
308	GO:0006364	rRNA processing	24	0	0.34	1.0000	1
309	GO:0006367	transcription initiation from RNA polyme...	8	0	0.11	1.0000	1
310	GO:0006368	transcription elongation from RNA polyme...	5	0	0.07	1.0000	1
311	GO:0006370	7-methylguanosine mRNA capping	3	0	0.04	1.0000	1
312	GO:0006376	mRNA splice site selection	3	0	0.04	1.0000	1
313	GO:0006378	mRNA polyadenylation	3	0	0.04	1.0000	1
314	GO:0006383	transcription by RNA polymerase III	8	0	0.11	1.0000	1
315	GO:0006384	transcription initiation from RNA polyme...	3	0	0.04	1.0000	1
316	GO:0006388	tRNA splicing, via endonucleolytic cleav...	5	0	0.07	1.0000	1
317	GO:0006397	mRNA processing	59	0	0.85	1.0000	1
318	GO:0006400	tRNA modification	9	0	0.13	1.0000	1
319	GO:0006401	RNA catabolic process	7	0	0.1	1.0000	1
320	GO:0006402	mRNA catabolic process	7	0	0.1	1.0000	1
321	GO:0006413	translational initiation	25	0	0.36	1.0000	1
322	GO:0006414	translational elongation	15	0	0.22	1.0000	1
323	GO:0006417	regulation of translation	5	0	0.07	1.0000	1
324	GO:0006418	tRNA aminoacylation for protein translat...	43	0	0.62	1.0000	1
325	GO:0006419	alanyl-tRNA aminoacylation	3	0	0.04	1.0000	1
326	GO:0006433	prolyl-tRNA aminoacylation	3	0	0.04	1.0000	1
327	GO:0006448	regulation of translational elongation	5	0	0.07	1.0000	1
328	GO:0006449	regulation of translational termination	3	0	0.04	1.0000	1
329	GO:0006452	translational frameshifting	3	0	0.04	1.0000	1
330	GO:0006457	protein folding	88	0	1.26	1.0000	1
331	GO:0006465	signal peptide processing	9	0	0.13	1.0000	1
332	GO:0006473	protein acetylation	7	0	0.1	1.0000	1
333	GO:0006475	internal protein amino acid acetylation	7	0	0.1	1.0000	1
334	GO:0006479	protein methylation	25	0	0.36	1.0000	1
335	GO:0006486	protein glycosylation	41	0	0.59	1.0000	1
336	GO:0006487	protein N-linked glycosylation	10	0	0.14	1.0000	1
337	GO:0006511	ubiquitin-dependent protein catabolic pr...	55	0	0.79	1.0000	1
338	GO:0006520	cellular amino acid metabolic process	154	0	2.21	1.0000	1
339	GO:0006525	arginine metabolic process	5	0	0.07	1.0000	1
340	GO:0006526	arginine biosynthetic process	3	0	0.04	1.0000	1
341	GO:0006528	asparagine metabolic process	3	0	0.04	1.0000	1
342	GO:0006529	asparagine biosynthetic process	3	0	0.04	1.0000	1
343	GO:0006534	cysteine metabolic process	5	0	0.07	1.0000	1
344	GO:0006535	cysteine biosynthetic process from serin...	5	0	0.07	1.0000	1
345	GO:0006536	glutamate metabolic process	3	0	0.04	1.0000	1
346	GO:0006537	glutamate biosynthetic process	3	0	0.04	1.0000	1
347	GO:0006541	glutamine metabolic process	16	0	0.23	1.0000	1
348	GO:0006542	glutamine biosynthetic process	6	0	0.09	1.0000	1
349	GO:0006544	glycine metabolic process	5	0	0.07	1.0000	1
350	GO:0006545	glycine biosynthetic process	3	0	0.04	1.0000	1
351	GO:0006547	histidine metabolic process	8	0	0.11	1.0000	1
352	GO:0006553	lysine metabolic process	4	0	0.06	1.0000	1
353	GO:0006555	methionine metabolic process	6	0	0.09	1.0000	1
354	GO:0006556	S-adenosylmethionine biosynthetic proces...	4	0	0.06	1.0000	1
355	GO:0006558	L-phenylalanine metabolic process	7	0	0.1	1.0000	1
356	GO:0006563	L-serine metabolic process	5	0	0.07	1.0000	1
357	GO:0006568	tryptophan metabolic process	8	0	0.11	1.0000	1
358	GO:0006570	tyrosine metabolic process	3	0	0.04	1.0000	1
359	GO:0006576	cellular biogenic amine metabolic proces...	16	0	0.23	1.0000	1
360	GO:0006586	indolalkylamine metabolic process	8	0	0.11	1.0000	1
361	GO:0006595	polyamine metabolic process	7	0	0.1	1.0000	1
362	GO:0006596	polyamine biosynthetic process	7	0	0.1	1.0000	1
363	GO:0006597	spermine biosynthetic process	4	0	0.06	1.0000	1
364	GO:0006605	protein targeting	34	0	0.49	1.0000	1
365	GO:0006606	protein import into nucleus	7	0	0.1	1.0000	1
366	GO:0006612	protein targeting to membrane	17	0	0.24	1.0000	1
367	GO:0006613	cotranslational protein targeting to mem...	11	0	0.16	1.0000	1
368	GO:0006614	SRP-dependent cotranslational protein ta...	11	0	0.16	1.0000	1
369	GO:0006620	post-translational protein targeting to ...	5	0	0.07	1.0000	1
370	GO:0006621	protein retention in ER lumen	6	0	0.09	1.0000	1
371	GO:0006625	protein targeting to peroxisome	4	0	0.06	1.0000	1
372	GO:0006626	protein targeting to mitochondrion	8	0	0.11	1.0000	1
373	GO:0006631	fatty acid metabolic process	64	0	0.92	1.0000	1
374	GO:0006633	fatty acid biosynthetic process	47	0	0.67	1.0000	1
375	GO:0006635	fatty acid beta-oxidation	6	0	0.09	1.0000	1
376	GO:0006637	acyl-CoA metabolic process	3	0	0.04	1.0000	1
377	GO:0006662	glycerol ether metabolic process	31	0	0.44	1.0000	1
378	GO:0006665	sphingolipid metabolic process	6	0	0.09	1.0000	1
379	GO:0006720	isoprenoid metabolic process	28	0	0.4	1.0000	1
380	GO:0006721	terpenoid metabolic process	8	0	0.11	1.0000	1
381	GO:0006739	NADP metabolic process	10	0	0.14	1.0000	1
382	GO:0006740	NADPH regeneration	7	0	0.1	1.0000	1
383	GO:0006741	NADP biosynthetic process	3	0	0.04	1.0000	1
384	GO:0006749	glutathione metabolic process	3	0	0.04	1.0000	1
385	GO:0006757	ATP generation from ADP	38	0	0.55	1.0000	1
386	GO:0006766	vitamin metabolic process	26	0	0.37	1.0000	1
387	GO:0006767	water-soluble vitamin metabolic process	26	0	0.37	1.0000	1
388	GO:0006771	riboflavin metabolic process	9	0	0.13	1.0000	1
389	GO:0006772	thiamine metabolic process	4	0	0.06	1.0000	1
390	GO:0006777	Mo-molybdopterin cofactor biosynthetic p...	3	0	0.04	1.0000	1
391	GO:0006778	porphyrin-containing compound metabolic ...	13	0	0.19	1.0000	1
